MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,MedNhbdArea,Id,SalePrice
80,RL,68.0,11104,Pave,NONE,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,828.0,Unf,0.0,599.0,1427.0,GasA,Gd,Y,SBrkr,1427,0,0,1427,0.0,1.0,2,0,4,1,TA,7,Typ,0,NONE,Attchd,1969.0,RFn,2.0,516.0,TA,TA,Y,0,0,0,0,216,0,NONE,NONE,NONE,0,5,2008,WD,Normal,1620.5,2043,10.491908
20,RL,85.0,11050,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,301.0,Unf,0.0,1439.0,1740.0,GasA,Fa,Y,SBrkr,1740,0,0,1740,0.0,0.0,1,1,4,1,TA,8,Typ,1,TA,Attchd,1968.0,RFn,2.0,512.0,TA,TA,Y,25,0,0,0,192,0,NONE,GdWo,NONE,0,10,2008,WD,Family,1620.5,2044,10.4905
20,RL,68.0,15387,Pave,NONE,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1967,1967,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,603.0,BLQ,294.0,723.0,1620.0,GasA,Ex,Y,SBrkr,1620,0,0,1620,0.0,0.0,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,1967.0,Unf,2.0,578.0,TA,TA,Y,0,62,192,0,0,0,NONE,NONE,Shed,450,8,2008,WD,Normal,1620.5,2045,10.49011
90,RL,75.0,9750,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,Duplex,1Story,5,6,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1625.0,1625.0,GasA,Ex,Y,SBrkr,1625,0,0,1625,0.0,0.0,2,0,4,2,TA,8,Typ,0,NONE,Detchd,1965.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,NONE,NONE,NONE,0,8,2008,ConLD,Normal,1620.5,2046,10.491073
60,RL,73.0,8814,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,732.0,Unf,0.0,0.0,732.0,GasA,Ex,Y,SBrkr,732,732,0,1464,0.0,0.0,1,1,4,1,TA,7,Typ,0,NONE,Attchd,1968.0,Unf,2.0,470.0,TA,TA,Y,0,40,0,0,0,0,NONE,NONE,NONE,0,6,2008,WD,Normal,1200.0,2047,10.487104
20,RL,65.0,8125,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,2005,Hip,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,260.0,Rec,456.0,196.0,912.0,GasA,Ex,Y,SBrkr,925,0,0,925,1.0,0.0,1,0,3,1,TA,5,Typ,0,NONE,Detchd,1978.0,Unf,2.0,576.0,TA,TA,Y,233,0,0,0,0,0,NONE,NONE,NONE,0,7,2008,WD,Normal,1200.0,2048,10.490051
90,RL,72.0,11072,Pave,NONE,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1728.0,1728.0,GasA,TA,Y,SBrkr,1728,0,0,1728,0.0,0.0,2,0,6,2,TA,10,Typ,0,NONE,Detchd,1987.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,NONE,NONE,NONE,0,11,2008,WD,Normal,1200.0,2049,10.490683
60,RL,68.0,13355,Pave,NONE,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,No,ALQ,583.0,Unf,0.0,242.0,825.0,GasA,TA,Y,SBrkr,845,825,0,1670,0.0,0.0,1,1,4,1,TA,7,Typ,0,NONE,Attchd,1971.0,Fin,2.0,464.0,TA,TA,Y,0,0,0,0,0,0,NONE,NONE,NONE,0,5,2008,WD,Normal,1620.5,2050,10.488118
20,RL,74.0,7785,Pave,NONE,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,NONE,NONE,NONE,NONE,0.0,NONE,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1014,0,0,1014,0.0,0.0,1,0,2,1,TA,6,Typ,0,NONE,Attchd,1956.0,RFn,1.0,267.0,TA,TA,Y,0,0,40,0,200,0,NONE,GdWo,NONE,0,3,2008,WD,Normal,1200.0,2051,10.488193
20,RL,90.0,9900,Pave,NONE,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1114.0,1114.0,GasA,TA,Y,SBrkr,1114,0,0,1114,1.0,0.0,1,0,3,1,TA,5,Typ,0,NONE,Attchd,1961.0,RFn,2.0,451.0,TA,TA,Y,0,0,0,0,164,0,NONE,NONE,NONE,0,5,2008,COD,Abnorml,1200.0,2052,10.489206
20,RL,68.0,11332,Pave,NONE,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,528.0,Unf,0.0,590.0,1118.0,GasA,Ex,Y,SBrkr,1118,0,0,1118,1.0,0.0,1,0,3,1,Gd,6,Typ,0,NONE,Attchd,1960.0,RFn,1.0,264.0,TA,TA,Y,290,0,0,0,0,0,NONE,MnPrv,NONE,0,8,2008,WD,Normal,1200.0,2053,10.488244
70,RL,50.0,4882,Pave,NONE,IR1,Bnk,AllPub,Inside,Mod,BrkSide,RRAn,Feedr,1Fam,2Story,4,7,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,120.0,Unf,0.0,228.0,348.0,GasA,TA,Y,SBrkr,453,453,0,906,0.0,0.0,1,0,2,1,TA,5,Typ,0,NONE,Basment,1937.0,Unf,1.0,231.0,Fa,TA,Y,0,0,0,0,0,0,NONE,NONE,NONE,0,9,2008,WD,Normal,1277.5,2054,10.487426
20,RL,80.0,9600,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,203.0,Fa,Fa,CBlock,TA,TA,No,Rec,658.0,Unf,0.0,638.0,1296.0,GasA,TA,Y,SBrkr,1496,0,0,1496,0.0,0.0,2,0,3,1,Gd,6,Typ,0,NONE,Attchd,1960.0,RFn,2.0,450.0,TA,TA,Y,0,22,0,0,0,0,NONE,MnPrv,NONE,0,2,2008,WD,Normal,1200.0,2055,10.489825
20,RL,80.0,9600,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2006,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,32.0,Rec,308.0,232.0,572.0,GasA,Gd,Y,SBrkr,1337,0,0,1337,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Attchd,1950.0,RFn,1.0,264.0,TA,TA,Y,0,192,0,0,0,0,NONE,NONE,NONE,0,9,2008,WD,Normal,1200.0,2056,10.491285
20,RL,63.0,7584,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88.0,TA,TA,CBlock,TA,TA,No,LwQ,531.0,Unf,0.0,505.0,1036.0,GasA,Ex,Y,SBrkr,1036,0,0,1036,0.0,0.0,1,0,3,1,TA,5,Typ,0,NONE,Attchd,1953.0,RFn,1.0,312.0,TA,TA,Y,120,24,0,0,0,0,NONE,MnPrv,NONE,0,6,2008,WD,Normal,1200.0,2057,10.488118
60,RL,90.0,14670,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,1966,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,410.0,Gd,Gd,CBlock,TA,TA,No,BLQ,575.0,Unf,0.0,529.0,1104.0,GasA,Ex,Y,SBrkr,1104,884,0,1988,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1966.0,RFn,2.0,480.0,TA,TA,Y,0,230,0,0,0,0,NONE,MnPrv,NONE,0,8,2008,WD,Normal,1200.0,2058,10.487828
20,RL,74.0,8856,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,ALQ,621.0,LwQ,52.0,503.0,1176.0,GasA,TA,Y,SBrkr,1176,0,0,1176,1.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,1.0,292.0,TA,TA,Y,0,88,0,0,95,0,NONE,NONE,NONE,0,5,2008,WD,Normal,1200.0,2059,10.488522
20,RL,82.0,9840,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1998,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1053.0,Unf,0.0,195.0,1248.0,GasA,TA,Y,SBrkr,1440,0,0,1440,1.0,0.0,2,0,2,1,Gd,7,Typ,0,NONE,Attchd,1959.0,RFn,1.0,480.0,TA,TA,Y,150,0,0,0,256,0,NONE,NONE,NONE,0,6,2008,WD,Normal,1200.0,2060,10.490517
20,RL,90.0,13200,Pave,NONE,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,187.0,TA,TA,CBlock,TA,TA,No,LwQ,958.0,Unf,0.0,437.0,1395.0,GasA,Ex,Y,SBrkr,1570,0,0,1570,1.0,0.0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1958.0,RFn,2.0,441.0,TA,TA,Y,490,0,0,0,0,0,NONE,NONE,NONE,0,5,2008,WD,Normal,1200.0,2061,10.490646
20,RL,75.0,10425,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,774.0,Unf,0.0,330.0,1104.0,GasA,Gd,Y,SBrkr,1104,0,0,1104,1.0,0.0,1,0,3,1,TA,5,Typ,0,NONE,Attchd,1956.0,RFn,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,NONE,NONE,NONE,0,4,2008,WD,Normal,1200.0,2062,10.490109
20,RL,60.0,11556,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1952,1952,Gable,CompShg,MetalSd,MetalSd,Stone,52.0,TA,TA,CBlock,TA,TA,No,Rec,148.0,Unf,0.0,572.0,720.0,GasA,Ex,Y,FuseA,882,0,0,882,1.0,0.0,1,0,2,1,Gd,4,Typ,0,NONE,Attchd,1952.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,NONE,MnPrv,NONE,0,5,2008,WD,Normal,1200.0,2063,10.4873
20,RL,102.0,9373,Pave,NONE,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,84.0,TA,TA,CBlock,TA,TA,No,Rec,500.0,LwQ,196.0,456.0,1152.0,GasA,TA,Y,SBrkr,1152,0,0,1152,0.0,0.0,1,1,3,1,TA,6,Typ,0,NONE,Detchd,1971.0,Unf,2.0,636.0,TA,TA,Y,0,0,0,0,0,0,NONE,NONE,NONE,0,5,2008,WD,Normal,1200.0,2064,10.489798
20,RL,68.0,12774,Pave,NONE,Reg,Lvl,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,624.0,LwQ,128.0,232.0,984.0,GasW,TA,N,SBrkr,950,0,0,950,0.0,0.0,1,0,2,1,TA,5,Typ,0,NONE,Detchd,1953.0,Unf,2.0,400.0,TA,TA,Y,0,32,0,0,0,0,NONE,GdWo,NONE,0,7,2008,WD,Normal,1200.0,2065,10.488244
20,RL,95.0,14250,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,998.0,998.0,GasA,TA,Y,SBrkr,1790,0,0,1790,0.0,0.0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,Fin,2.0,540.0,TA,TA,Y,0,40,0,0,0,0,NONE,NONE,Shed,1500,9,2008,WD,Normal,1200.0,2066,10.492892
20,RL,71.0,8838,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1957,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,NONE,NONE,NONE,NONE,0.0,NONE,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1764,0,0,1764,0.0,0.0,2,1,4,1,TA,7,Maj2,1,TA,Attchd,1957.0,Fin,1.0,301.0,TA,TA,Y,0,72,0,0,0,0,NONE,NONE,NONE,0,10,2008,WD,Normal,1200.0,2067,10.490538
90,RL,76.0,12436,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1824.0,1824.0,GasA,Fa,Y,FuseA,1824,0,0,1824,0.0,0.0,2,0,5,2,TA,9,Typ,0,NONE,Detchd,1958.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,NONE,NONE,NONE,0,1,2008,WD,Normal,1200.0,2068,10.491655
20,RL,60.0,10122,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,NONE,NONE,NONE,NONE,0.0,NONE,0.0,0.0,0.0,GasA,TA,N,SBrkr,869,0,0,869,0.0,0.0,1,0,1,1,TA,3,Typ,0,NONE,Detchd,1948.0,Unf,1.0,390.0,Fa,TA,N,0,0,66,0,0,0,NONE,GdPrv,NONE,0,8,2008,WD,Normal,1368.0,2069,10.487116
50,RL,45.0,7506,Pave,NONE,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,747.0,747.0,GasA,TA,Y,SBrkr,747,412,0,1159,0.0,0.0,1,0,3,1,TA,5,Typ,0,NONE,Detchd,1932.0,Unf,1.0,288.0,Fa,TA,N,84,0,96,0,0,0,NONE,NONE,NONE,0,5,2008,WD,Normal,1368.0,2070,10.488112
30,RL,60.0,5400,Pave,NONE,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,2005,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Gd,Y,SBrkr,672,0,0,672,0.0,0.0,1,0,2,1,TA,4,Typ,0,NONE,Detchd,1997.0,Unf,1.0,308.0,TA,TA,N,88,108,0,0,0,0,NONE,NONE,NONE,0,7,2008,WD,Normal,1368.0,2071,10.49078
50,RL,60.0,10836,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,892.0,892.0,GasA,Ex,Y,SBrkr,1254,182,0,1436,0.0,1.0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1968.0,Unf,4.0,1488.0,Fa,TA,N,0,0,100,0,0,0,NONE,GdWo,NONE,0,6,2008,WD,Normal,1368.0,2072,10.489658
20,RL,78.0,10180,Pave,NONE,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,744.0,Unf,0.0,168.0,912.0,GasA,TA,Y,SBrkr,1044,0,0,1044,0.0,1.0,1,1,3,1,TA,5,Typ,1,Fa,Attchd,1990.0,Fin,2.0,372.0,TA,TA,Y,200,48,0,0,0,0,NONE,GdWo,Shed,450,6,2008,WD,Normal,1200.0,2073,10.488166
20,RL,76.0,11355,Pave,NONE,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,1958,2001,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,125.0,TA,TA,CBlock,TA,TA,No,BLQ,637.0,Unf,0.0,675.0,1312.0,GasA,Ex,Y,SBrkr,1312,0,0,1312,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1958.0,RFn,2.0,495.0,TA,TA,Y,0,304,144,0,0,0,NONE,MnPrv,Othr,6500,4,2008,WD,Normal,1200.0,2074,10.490375
20,RL,68.0,12929,Pave,NONE,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,276.0,TA,TA,CBlock,TA,TA,Gd,GLQ,697.0,Unf,0.0,384.0,1081.0,GasA,TA,Y,SBrkr,1081,0,0,1081,1.0,0.0,1,0,3,1,TA,5,Typ,0,NONE,CarPort,1960.0,Unf,1.0,401.0,TA,TA,Y,36,82,0,0,0,0,NONE,NONE,NONE,0,6,2008,WD,Normal,1200.0,2075,10.488118
20,RL,60.0,7200,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,No,LwQ,432.0,Unf,0.0,444.0,876.0,GasA,TA,Y,SBrkr,876,0,0,876,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Detchd,1972.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,NONE,NONE,NONE,0,2,2008,WD,Abnorml,1200.0,2076,10.487631
20,RL,80.0,8000,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,476.0,Rec,488.0,292.0,1256.0,GasA,Gd,Y,FuseA,1256,0,0,1256,1.0,0.0,1,1,3,1,Gd,6,Typ,0,NONE,Attchd,1959.0,RFn,1.0,311.0,TA,TA,Y,0,240,0,0,0,0,NONE,NONE,NONE,0,5,2008,WD,Normal,1200.0,2077,10.489412
20,RL,80.0,8000,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,BrkFace,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,520.0,Rec,319.0,188.0,1027.0,GasA,TA,Y,SBrkr,1027,0,0,1027,0.0,1.0,1,0,3,1,TA,6,Typ,0,NONE,Attchd,1962.0,Unf,1.0,299.0,TA,TA,Y,0,0,0,0,0,0,NONE,NONE,NONE,0,11,2008,WD,Normal,1200.0,2078,10.487801
50,RL,60.0,8064,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,315.0,Unf,0.0,453.0,768.0,GasA,Ex,Y,SBrkr,819,501,0,1320,0.0,0.0,2,0,3,1,TA,5,Typ,0,NONE,Detchd,1994.0,Unf,2.0,576.0,TA,TA,Y,108,0,0,0,0,0,NONE,GdWo,NONE,0,9,2008,WD,Normal,1200.0,2079,10.487627
45,RL,64.0,6390,Pave,NONE,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,TA,Y,FuseA,984,0,0,984,1.0,0.0,1,0,2,1,TA,4,Typ,0,NONE,Detchd,1954.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,NONE,GdWo,NONE,0,6,2008,WD,Normal,1200.0,2080,10.489626
50,RL,60.0,7200,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,673.0,Unf,0.0,181.0,854.0,GasA,Fa,Y,FuseA,854,424,0,1278,0.0,0.0,1,0,4,1,TA,6,Typ,0,NONE,Attchd,1954.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,NONE,MnWw,NONE,0,4,2008,WD,Normal,1200.0,2081,10.488118
90,RL,113.0,8513,Pave,NONE,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,5,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,1800.0,1800.0,GasA,TA,N,SBrkr,1800,0,0,1800,0.0,0.0,2,0,6,2,TA,10,Typ,0,NONE,NONE,1979.0,NONE,0.0,0.0,NONE,NONE,N,0,0,0,0,0,0,NONE,NONE,NONE,0,11,2008,WD,Abnorml,1200.0,2082,10.493259
50,RL,60.0,7200,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,6,1955,1967,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,370.0,Unf,0.0,398.0,768.0,GasA,Gd,Y,SBrkr,1024,564,0,1588,0.0,0.0,1,1,3,1,TA,6,Typ,0,NONE,Detchd,1955.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,NONE,NONE,NONE,0,3,2008,WD,Normal,1200.0,2083,10.487699
20,RL,60.0,7200,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,825.0,825.0,GasA,TA,Y,FuseA,825,0,0,825,0.0,1.0,1,0,2,1,TA,4,Typ,0,NONE,Attchd,1954.0,Unf,1.0,350.0,TA,TA,Y,0,0,0,0,0,0,NONE,NONE,NONE,0,7,2008,WD,Normal,1200.0,2084,10.489308
20,RL,69.0,7590,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1117.0,1117.0,GasA,Ex,Y,SBrkr,1117,0,0,1117,0.0,0.0,1,0,3,1,TA,6,Typ,0,NONE,Attchd,1963.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,NONE,NONE,NONE,0,5,2008,COD,Normal,1200.0,2085,10.489626
20,RM,56.0,9836,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,96.0,Unf,0.0,96.0,192.0,GasA,Gd,N,SBrkr,1133,0,0,1133,1.0,0.0,1,0,3,1,TA,7,Typ,0,NONE,Detchd,2008.0,Unf,1.0,308.0,TA,TA,Y,0,175,0,0,0,0,NONE,NONE,NONE,0,12,2008,WD,Abnorml,1368.0,2086,10.490152
50,RM,57.0,9184,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Ex,Y,SBrkr,948,375,0,1323,0.0,0.0,1,0,3,1,TA,6,Typ,0,NONE,Detchd,1948.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,NONE,NONE,NONE,0,7,2008,WD,Normal,1368.0,2087,10.490901
70,RM,80.0,4800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1910,2003,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,680.0,680.0,GasA,Fa,N,SBrkr,680,680,0,1360,0.0,0.0,1,0,2,1,TA,6,Typ,0,NONE,Attchd,1910.0,Unf,1.0,330.0,Fa,TA,Y,192,50,0,0,0,0,NONE,NONE,NONE,0,1,2008,WD,Normal,1368.0,2088,10.489169
